,Ragione sociale,BvD ID number,Codice fiscale,Numero CCIAA,Partita IVA,Indirizzo sede legale,Provincia,Indirizzo sede legale - Codice postale,Indirizzo sede legale - Regione,Sede operativa,Sede operativa - Provincia,Sede operativa - Codice postale,Sede operativa - Regione - Regione,"ATECO 2007
codice",Anno di costituzione,Fondazione,Stato giuridico,Forma giuridica
9583.,ORIS S.R.L.,IT13025010011,13025010011,TO1333282,13025010011,"CSO CASTELFIDARDO, 30/A",Torino,10129,Piemonte,,,,,303009,14/02/2024,,Attiva,S.R.L.
9584.,IMPAVID S.R.L.,IT13017770010,13017770010,TO1332997,13017770010,"VIA GIOACCHINO QUARELLO, 15/A",Torino,10135,Piemonte,,,,,721909,06/02/2024,,Attiva,S.R.L.
9585.,POLIRNA S.R.L.,IT13019190019,13019190019,TO1332852,13019190019,"VIA VINCENZO VELA, 42",Torino,10128,Piemonte,,,,,205990,05/02/2024,,Attiva,S.R.L.
9586.,ELLYPSYS S.R.L.,IT13017040018,13017040018,TO1332816,13017040018,"GAL SAN FEDERICO, 16",Torino,10121,Piemonte,,,,,721909,29/01/2024,,Attiva,S.R.L.
9587.,REAL AGAIN S.R.L.,IT13011310011,13011310011,TO1332561,13011310011,"VIA SANT'OTTAVIO, 56",Torino,10124,Piemonte,,,,,620100,30/01/2024,,Attiva,S.R.L.
9588.,S6 SOCIETA' A RESPONSABILITA' LIMITATA SOCIETA' BENEFIT,IT13008000013,13008000013,TO1332495,13008000013,"CSO UNIONE SOVIETICA, 612",Torino,10135,Piemonte,,,,,620100,24/01/2024,,Attiva,S.R.L.
9589.,S5 SOCIETA' A RESPONSABILITA' LIMITATA SOCIETA' BENEFIT,IT13007990016,13007990016,TO1332492,13007990016,"CSO UNIONE SOVIETICA, 612",Torino,10135,Piemonte,,,,,620100,24/01/2024,,Attiva,S.R.L.
9590.,S4 SOCIETA' A RESPONSABILITA' LIMITATA SOCIETA' BENEFIT,IT13007930012,13007930012,TO1332491,13007930012,"CSO UNIONE SOVIETICA, 612",Torino,10135,Piemonte,,,,,620100,24/01/2024,,Attiva,S.R.L.
9591.,COSE S.R.L. S.B.,IT13008210018,13008210018,TO1332470,13008210018,"CSO LEPANTO, 2",Torino,10134,Piemonte,,,,,289999,25/01/2024,,Attiva,S.R.L.
9592.,AVATHOR S.R.L.,IT13011530014,13011530014,TO1332436,13011530014,"CSO RE UMBERTO, 54",Torino,10128,Piemonte,,,,,309230,26/01/2024,,Attiva,S.R.L.
9593.,NUS GROUP S.R.L.,IT13011980011,13011980011,TO1332326,13011980011,"VIA VINCENZO VELA, 42",Torino,10128,Piemonte,,,,,620100,25/01/2024,,Attiva,S.R.L.
9594.,"COMUNITA' ENERGETICA RINNOVABILE DINAMO, SOCIETA' COOPERATIVA SPA O, IN FORMA ABBREVIATA, CERD COOP SPA O CER DINAMO COOP SPA",IT13004030014,13004030014,TO1332106,13004030014,"VIA GIACOMO MATTEOTTI, 6",Torino,10036,Piemonte,,,,,351400,18/01/2024,,Attiva,S.C.A.R.L.P.A.
9595.,BB APP SRL,IT13006780012,13006780012,TO1332067,13006780012,"CSO GUGLIELMO MARCONI, 38",Torino,10125,Piemonte,,,,,620100,16/01/2024,,Attiva,S.R.L.
9596.,SEAFORM S.R.L.,IT13003720011,13003720011,TO1332049,13003720011,"CSO CASTELFIDARDO, 30/A",Torino,10129,Piemonte,,,,,301102,22/01/2024,,Attiva,S.R.L.
9597.,.IT ITALIANTOUCH SOCIETA' A RESPONSABILITA' LIMITATA,IT13003320010,13003320010,TO1331897,13003320010,"CSO MONCALIERI, 464",Torino,10133,Piemonte,,,,,620100,19/01/2024,,Attiva,S.R.L.
9598.,SCUOLA DI FORMAZIONE 10.ZERO SOCIETA' A RESPONSABILITA' LIMITATA,IT12989970012,12989970012,TO1331348,12989970012,"CSO ORBASSANO, 336",Torino,10137,Piemonte,,,,,855920,09/01/2024,,In liquidazione,S.R.L.
9599.,MASTER MIND SRL IN LIQUIDAZIONE,IT12977280010,12977280010,TO1330579,12977280010,"VIA CERNAIA, 24",Torino,10122,Piemonte,,,,,620100,21/12/2023,,In liquidazione,S.R.L.
9600.,ECOSMIC S.R.L.,IT12978570013,12978570013,TO1330533,12978570013,"CSO LUIGI EINAUDI, 18",Torino,10129,Piemonte,,,,,620100,27/12/2023,,Attiva,S.R.L.
9601.,CFM AVIATION S.R.L.,IT12978260011,12978260011,TO1330501,12978260011,"VIA LUCHINO VISCONTI, 23",Torino,10073,Piemonte,,,,,303009,21/12/2023,,Attiva,S.R.L.
9602.,RENOW ENERGY S.R.L.,IT12976990015,12976990015,TO1330482,12976990015,"CSO VITTORIO VENETO, 3",Torino,10040,Piemonte,,,,,631130,20/12/2023,,Attiva,S.R.L.
9603.,LOKI S.R.L.,IT12976210018,12976210018,TO1330424,12976210018,"VIA BERTOLA, 12",Torino,10020,Piemonte,,,,,631119,19/12/2023,,Attiva,S.R.L.
9604.,EVRIKA S.R.L.,IT12976420013,12976420013,TO1330372,12976420013,"CSO VITTORIO EMANUELE II, 71/II",Torino,10128,Piemonte,,,,,620100,20/12/2023,,Attiva,S.R.L.
9605.,SWEEP S.R.L.,IT12973550010,12973550010,TO1330122,12973550010,"VIA VINCENZO VELA, 35/SC.B",Torino,10128,Piemonte,,,,,620100,12/12/2023,,Attiva,S.R.L.
9606.,FEALTY S.R.L.,IT12969990014,12969990014,TO1329844,12969990014,"VIA MOLINO, 1",Torino,10080,Piemonte,,,,,479110,29/11/2023,,Attiva,S.R.L.
9607.,FLEXREM SOCIETA' A RESPONSABILITA' LIMITATA,IT12971200014,12971200014,TO1329794,12971200014,"CSO GIACOMO MATTEOTTI, 12",Torino,10121,Piemonte,,,,,620100,24/11/2023,,Attiva,S.R.L.
9608.,FLEXICAN S.R.L.,IT12967690012,12967690012,TO1329748,12967690012,"STR BORGARETTO, 1",Torino,10043,Piemonte,,,,,222200,23/11/2023,,Attiva,S.R.L.
9609.,TFS INDUSTRIAL S.R.L.,IT12965440014,12965440014,TO1329580,12965440014,"VIA RIVOLI, 70/3",Torino,10090,Piemonte,,,,,721909,17/11/2023,,Attiva,S.R.L.
9610.,OKACCEDO S.R.L.,IT12965900017,12965900017,TO1329554,12965900017,"VIA CONFIENZA, 10",Torino,10121,Piemonte,,,,,620100,17/11/2023,,Attiva,S.R.L.
9611.,COSMODITY S.R.L.,IT12965370013,12965370013,TO1329470,12965370013,"VIA BRONI, 10",Torino,10126,Piemonte,,,,,712010,16/11/2023,,Attiva,S.R.L.
9612.,UNRELATED SRL,IT12965990018,12965990018,TO1329388,12965990018,"CSO VINZAGLIO, 2",Torino,10121,Piemonte,,,,,582100,20/11/2023,,Attiva,S.R.L.
9613.,TER S.R.L.,IT12964480011,12964480011,TO1329254,12964480011,"VIA VINCENZO VELA, 35",Torino,10128,Piemonte,,,,,620100,15/11/2023,,Attiva,S.R.L.
9614.,WRBAN S.R.L.,IT12963490011,12963490011,TO1329154,12963490011,"CSO RE UMBERTO, 7",Torino,10121,Piemonte,,,,,749092,06/11/2023,,Attiva,S.R.L.
9615.,LATITUDE S.R.L.,IT12960480015,12960480015,TO1328992,12960480015,"VIA SUSA, 11",Torino,10050,Piemonte,,,,,620100,06/11/2023,,Attiva,S.R.L.
9616.,BICOS S.R.L.,IT12957810018,12957810018,TO1328673,12957810018,"VIA LESSOLO, 3",Torino,10153,Piemonte,,,,,749032,23/10/2023,,Attiva,S.R.L.
9617.,BUROPRATICO S.R.L.,IT12956190016,12956190016,TO1328592,12956190016,"VIA MODENA, 55",Torino,10153,Piemonte,,,,,620100,27/10/2023,,Attiva,S.R.L.
9618.,SUNGROUP S.R.L.,IT12952010010,12952010010,TO1328549,12952010010,"VIA LANZO, 189",Torino,10071,Piemonte,,,,,721909,17/10/2023,,Attiva,S.R.L.
9619.,SUPPLAI S.R.L.,IT12955390013,12955390013,TO1328532,12955390013,"VIA GIUSEPPE GIACOSA, 36/38",Torino,10125,Piemonte,,,,,620100,25/10/2023,,Attiva,S.R.L.
9620.,IDENTITY S.R.L.,IT12950850011,12950850011,TO1328244,12950850011,"CSO FRANCIA, 54",Torino,10143,Piemonte,,,,,620100,13/10/2023,,Attiva,S.R.L.
9621.,AVITA THE FUTURE OF FASHION S.R.L.,IT12946080012,12946080012,TO1327999,12946080012,"CSO FRANCESCO FERRUCCI, 66",Torino,10138,Piemonte,,,,,620100,05/10/2023,,Attiva,S.R.L.
9622.,ALKEMIST BIO S.R.L.,IT12948260018,12948260018,TO1327911,12948260018,"VIA ETTORE DE SONNAZ, 19",Torino,10121,Piemonte,,,,,721100,09/10/2023,,Attiva,S.R.L.
9623.,ZEROPUNTO SRL,IT12945240013,12945240013,TO1327853,12945240013,"VIA FRANCESCO SAVERIO NITTI, 28",Torino,10137,Piemonte,,,,,110400,04/10/2023,,Attiva,S.R.L.
9624.,BILLO SMART LAB S.R.L.,IT12941950011,12941950011,TO1327686,12941950011,"CSO POTENZA, 113",Torino,10149,Piemonte,,,,,731102,25/09/2023,,Attiva,S.R.L.
9625.,NAMINO S.R.L.,IT12941040011,12941040011,TO1327377,12941040011,"VIA ENRICO FERMI, 57",Torino,10091,Piemonte,,,,,265129,22/09/2023,,Attiva,S.R.L.
9626.,ATHLETICAE S.R.L.,IT12938140014,12938140014,TO1327328,12938140014,"PZA SOLFERINO, 20",Torino,10121,Piemonte,,,,,323000,21/09/2023,,Attiva,S.R.L.
9627.,IAMGREEN S.R.L. IN LIQUIDAZIONE,IT12937530017,12937530017,TO1327162,12937530017,"VIA VINCENZO VELA, 42",Torino,10128,Piemonte,,,,,289999,12/09/2023,,In liquidazione,S.R.L.
9628.,TECHNOBREEDING S.R.L.,IT12915630011,12915630011,TO1326191,12915630011,"CSO PESCHIERA, 237",Torino,10141,Piemonte,,,,,620909,24/07/2023,,Attiva,S.R.L.
9629.,OSMIUM ITALY S.R.L.,IT12914450015,12914450015,TO1325563,12914450015,"CSO CASTELFIDARDO, 30",Torino,10129,Piemonte,,,,,620100,07/07/2023,,Attiva,S.R.L.
9630.,YUSHU HEALTHCARE S.R.L.,IT12824390012,12824390012,TO1318809,12824390012,"CSO RE UMBERTO, 8",Torino,10121,Piemonte,CORSO RE UMBERTO 8,Torino,10121,PIEMONTE,721909,31/01/2023,,Attiva,S.R.L.
9631.,ARUBAKUBE S.R.L.,IT12824480011,12824480011,TO1318676,12824480011,"CSO FRANCIA, 2",Torino,10143,Piemonte,,,,,620909,26/01/2023,,Attiva,S.R.L.
9632.,BECQUEREL INSTITUTE ITALIA S.R.L.,IT02776470227,02776470227,TN0249200,02776470227,"VIA KUFSTEIN, 5",Trento,38121,Trentino-Alto Adige/Südtirol,,,,,631119,13/12/2024,,Attiva,S.R.L.
9633.,OZONEPOWERLAB S.R.L.,IT02775260223,02775260223,TN0249118,02775260223,"VIA ALESSANDRO MANZONI, 16",Trento,38122,Trentino-Alto Adige/Südtirol,,,,,108600,28/11/2024,,Attiva,S.R.L.
9634.,4MAINDS S.R.L.,IT02771810229,02771810229,TN0248769,02771810229," MANIFATTURA, 1",Trento,38068,Trentino-Alto Adige/Südtirol,,,,,620100,23/10/2024,,Attiva,S.R.L.
9635.,DASHBOARD FINANZA AGEVOLATA S.R.L.,IT02771280225,02771280225,TN0248722,02771280225,"VIA KUFSTEIN, 2",Trento,38121,Trentino-Alto Adige/Südtirol,,,,,620100,14/10/2024,,Attiva,S.R.L.
9636.,PROJECT ZERO S.R.L.,IT02764380222,02764380222,TN0248259,02764380222,"VIA MILIANI, 11/C",Trento,38086,Trentino-Alto Adige/Südtirol,,,,,620100,25/07/2024,,Attiva,S.R.L.
9637.,HALE S.R.L. - SOCIETA' BENEFIT,IT02763610223,02763610223,TN0248198,02763610223,"VIA SENATORE CARLO ESTERLE, 26",Trento,38122,Trentino-Alto Adige/Südtirol,,,,,631200,18/07/2024,,Attiva,S.R.L.
9638.,ALMA FRANCA S.R.L.,IT02763240229,02763240229,TN0248189,02763240229,"VIA PRAGA, 5",Trento,38121,Trentino-Alto Adige/Südtirol,,,,,620100,16/07/2024,,Attiva,S.R.L.
9639.,EASYLINK S.R.L.,IT02763230220,02763230220,TN0248168,02763230220,"VIA ROBERTO DA SAN SEVERINO, 95",Trento,38123,Trentino-Alto Adige/Südtirol,,,,,620100,18/07/2024,,Attiva,S.R.L.
9640.,BEHAVIX S.R.L. SOCIETA' BENEFIT,IT02761450226,02761450226,TN0248011,02761450226,"VIA TACCHI, 1",Trento,38068,Trentino-Alto Adige/Südtirol,,,,,620100,28/06/2024,,Attiva,S.R.L.
9641.,MISS-SKI S.R.L.,IT02761250220,02761250220,TN0248010,02761250220,"PZA VICENZA, 8",Trento,38122,Trentino-Alto Adige/Südtirol,,,,,323000,24/06/2024,,Attiva,S.R.L.
9642.,LAVOR.AI S.R.L.,IT02761120225,02761120225,TN0247997,02761120225,"VIA DOGANA, 1",Trento,38122,Trentino-Alto Adige/Südtirol,,,,,620100,28/06/2024,,Attiva,S.R.L.
9643.,N-UOVA S.R.L.,IT02760540225,02760540225,TN0247994,02760540225,"VIA FABIO FILZI, 14",Trento,38065,Trentino-Alto Adige/Südtirol,,,,,108909,18/06/2024,,Attiva,S.R.L.
9644.,ECOLIVESTOCK S.R.L.,IT02760880225,02760880225,TN0247991,02760880225,"VIA KUFSTEIN, 2",Trento,38121,Trentino-Alto Adige/Südtirol,,,,,109100,21/06/2024,,Attiva,S.R.L.
9645.,POLLINACTION S.R.L.,IT02761000229,02761000229,TN0247988,02761000229,"VIA PADRE EUSEBIO CHINI, 2/3",Trento,38123,Trentino-Alto Adige/Südtirol,,,,,620100,21/06/2024,,Attiva,S.R.L.
9646.,EKOAGRISYS S.R.L.,IT02760280228,02760280228,TN0247932,02760280228,"VLE ROMA, 45",Trento,38056,Trentino-Alto Adige/Südtirol,,,,,289920,12/06/2024,,Attiva,S.R.L.
9647.,MDOC S.R.L.,IT02759380229,02759380229,TN0247878,02759380229," MOSTRA, 19",Trento,38122,Trentino-Alto Adige/Südtirol,,,,,620100,10/06/2024,,Attiva,S.R.L.
9648.,GREEN FUTURE PROJECT ESG SRL,IT02759050228,02759050228,TN0247844,02759050228," SOLTERI, 38",Trento,38121,Trentino-Alto Adige/Südtirol,,,,,620100,04/06/2024,,Attiva,S.R.L.
9649.,TRUEBEES S.R.L.,IT02758540229,02758540229,TN0247822,02758540229," TRAVAI, 46",Trento,38122,Trentino-Alto Adige/Südtirol,,,,,620100,03/06/2024,,Attiva,S.R.L.
9650.,PH4YOU S.R.L.,IT02750740223,02750740223,TN0247215,02750740223," PARADISI, 15/5",Trento,38122,Trentino-Alto Adige/Südtirol,,,,,620100,22/03/2024,,Attiva,S.R.L.
9651.,SPIRITNOVA S.R.L.,IT02750880227,02750880227,TN0247204,02750880227,"VIA LAMPI GIAN BATTISTA, 72",Trento,38013,Trentino-Alto Adige/Südtirol,,,,,151209,22/03/2024,,Attiva,S.R.L.
9652.,SPOAT SRL,IT02748790223,02748790223,TN0247048,02748790223,"VIA MADONNINA, 31/6",Trento,38123,Trentino-Alto Adige/Südtirol,,,,,620100,05/03/2024,,Attiva,S.R.L.
9653.,TI AIUTO S.R.L.,IT02744360229,02744360229,TN0246863,02744360229,"VIA SAN FRANCESCO D'ASSISI, 10",Trento,38122,Trentino-Alto Adige/Südtirol,,,,,631200,07/02/2024,,Attiva,S.R.L.
9654.,ROBOSAFE S.R.L.,IT02745690228,02745690228,TN0246830,02745690228," PIAN DEL SANT, 20/B",Trento,38012,Trentino-Alto Adige/Südtirol,,,,,251210,14/02/2024,,Attiva,S.R.L.
9655.,WAVE PROJECT S.R.L.,IT02744210226,02744210226,TN0246707,02744210226,"VIA PASQUI, 28",Trento,38068,Trentino-Alto Adige/Südtirol,,,,,263029,30/01/2024,,Attiva,S.R.L.
9656.,FRACTAL S.R.L.,IT02739260228,02739260228,TN0246381,02739260228,"VIA BRENNERO, 139/MARTER",Trento,38121,Trentino-Alto Adige/Südtirol,,,,,620100,10/01/2024,,Attiva,S.R.L.
9657.,4PEOPLEHOLDING S.R.L.,IT02733230227,02733230227,TN0246026,02733230227,"PZA VICENZA, 8",Trento,38122,Trentino-Alto Adige/Südtirol,,,,,620100,12/12/2023,,Attiva,S.R.L.
9658.,OSPITAR PLUS S.R.L. SOCIETA' BENEFIT,IT02728960226,02728960226,TN0245720,02728960226,"VIA PASSIRIO, 5",Trento,38121,Trentino-Alto Adige/Südtirol,,,,,620100,25/10/2023,,Attiva,S.R.L.
9659.,CHAINGEWAVE S.R.L.,IT02726820224,02726820224,TN0245534,02726820224,"VIA TRENTO, 58",Trento,38027,Trentino-Alto Adige/Südtirol,,,,,620100,02/10/2023,,Attiva,S.R.L.
9660.,H2O PRO S.R.L.,IT02725300228,02725300228,TN0245458,02725300228,"VIA MILIANI, 11",Trento,38086,Trentino-Alto Adige/Südtirol,,,,,108600,19/09/2023,,Attiva,S.R.L.
9661.,ALTO S.R.L.,IT02725080226,02725080226,TN0245433,02725080226,"VIA MILIANI, 11",Trento,38086,Trentino-Alto Adige/Südtirol,,,,,108600,18/09/2023,,Attiva,S.R.L.
9662.,NZT S.R.L.,IT02183530670,02183530670,TE0214317,02183530670,"VIA GIACOMO LEOPARDI, 1",Teramo,64021,Abruzzo,,,,,620100,25/10/2024,,Attiva,S.R.L.
9663.,GREEN BUTTON S.R.L.,IT02181570678,02181570678,TE0214065,02181570678,"VIA MARCHE, 43",Teramo,64016,Abruzzo,,,,,141310,26/09/2024,,Attiva,S.R.L.
9664.,MORLAPPO S.R.L.,IT02174570677,02174570677,TE0212969,02174570677,"VIA DE MENDOZA A., 4",Teramo,64027,Abruzzo,,,,,702209,20/05/2024,,Attiva,S.R.L.
9665.,MEKTEK SRL,IT02174160677,02174160677,TE0212909,02174160677,"VIA ORTO AGRARIO, 17",Teramo,64100,Abruzzo,,,,,251100,13/05/2024,,Attiva,S.R.L.
9666.,ABCARE S.R.L.,IT02173840675,02173840675,TE0212836,02173840675,"VIA GIACOMO LEOPARDI, 1",Teramo,64021,Abruzzo,,,,,620100,13/05/2024,,Attiva,S.R.L.
9667.,WELCOMEDICA ABRUZZO S.R.L. - SB,IT02171010677,02171010677,TE0212365,02171010677,"VIA CARLO LERICI, 1",Teramo,64023,Abruzzo,,,,,869011,27/03/2024,,Attiva,S.R.L.
9668.,RANOZZI INNOVATIVE S.R.L.,IT02168980676,02168980676,TE0212126,02168980676,"PZA PROGRESSO, 3",Teramo,64100,Abruzzo,,,,,620909,05/03/2024,,Attiva,S.R.L.
9669.,AF24 SRL,IT02165390671,02165390671,TE0211583,02165390671,VIA ISIDORO E LAPIDO FACII,Teramo,64100,Abruzzo,,,,,620909,25/01/2024,,Attiva,S.R.L.
9670.,GREENORA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,IT02164010676,02164010676,TE0211430,02164010676,VIA GALILEO GALILEI,Teramo,64021,Abruzzo,,,,,702209,12/01/2024,,Attiva,S.R.L. semplificata
9671.,INCLUSIVE DIGITAL FINANCIAL SERVICES SOCIETA' A RESPONSABILITA' L IMITATA,IT02143530679,02143530679,TE0208195,02143530679,"CSO SAN GIORGIO, 115",Teramo,64100,Abruzzo,,,,,620100,09/02/2023,,Attiva,S.R.L.
9672.,SPHERAL AI S.R.L.,IT03432530735,03432530735,TA0253990,03432530735,"VIA MADONNA DI POMPEI, 26",Taranto,74023,Puglia,,,,,620100,17/12/2024,,Attiva,S.R.L.
9673.,GO FRESH SRL,IT03423670730,03423670730,TA0252656,03423670730,"VIA MADONNA PICCOLA, 17/D",Taranto,74015,Puglia,,,,,222200,02/09/2024,,Attiva,S.R.L.
9674.,LINK START SRL,IT03422240733,03422240733,TA0252509,03422240733,"VIA BEGONIE, 42/D",Taranto,74122,Puglia,,,,,620200,22/08/2024,,Attiva,S.R.L.
9675.,ECHOES CULTURAE SRL,IT03422230734,03422230734,TA0252508,03422230734,"VIA BEGONIE, 42/D",Taranto,74122,Puglia,,,,,620200,22/08/2024,,Attiva,S.R.L.
9676.,MOUREX S.R.L.,IT03420110730,03420110730,TA0252208,03420110730,"VIA GIUSEPPE MASSARI, 23",Taranto,74123,Puglia,,,,,749093,16/07/2024,,Attiva,S.R.L.
9677.,PHARMA ONLINE S.R.L.,IT03418560730,03418560730,TA0252092,03418560730,"VLE VIRGILIO, 20/D",Taranto,74123,Puglia,,,,,479110,05/07/2024,,Attiva,S.R.L.
9678.,INTELLIGENCE DATA PILOT S.R.L.,IT03418570739,03418570739,TA0252032,03418570739,"VLE VIRGILIO, 20/D",Taranto,74123,Puglia,,,,,620200,05/07/2024,,Attiva,S.R.L.
9679.,GRUIS SRL,IT03415760739,03415760739,TA0251623,03415760739,"CSO ITALIA, 18",Taranto,74016,Puglia,,,,,702209,03/06/2024,,Attiva,S.R.L.
9680.,INTELLIGENCE DATA VENTURE S.R.L.,IT03413430731,03413430731,TA0251287,03413430731,VLE VIRGILIO,Taranto,74121,Puglia,,,,,620100,09/05/2024,,Attiva,S.R.L.
9681.,DATASPARK S.R.L.,IT03402700730,03402700730,TA0214191,03402700730," GARDENIE, 292",Taranto,74023,Puglia,,,,,620100,13/02/2024,,Attiva,S.R.L.
9682.,SOUTH INNOVATION S.R.L.,IT03401670736,03401670736,TA0214114,03401670736,"VIA ASPROMONTE, 1",Taranto,74015,Puglia,,,,,620200,01/02/2024,,Attiva,S.R.L.
9683.,AETHIC.AI S.R.L.,IT03399140734,03399140734,TA0213914,03399140734,"VLE VIRGILIO, 20",Taranto,74123,Puglia,,,,,620100,19/01/2024,,Attiva,S.R.L.
9684.,WEDS S.R.L.,IT03394960730,03394960730,TA0213684,03394960730,"VIA VENEZIA, 200",Taranto,74121,Puglia,,,,,721909,09/12/2023,,Attiva,S.R.L.
9685.,WISHIN WELL S.R.L. SOCIETA' BENEFIT,IT03394110732,03394110732,TA0213620,03394110732," AVETRANA, 23",Taranto,74024,Puglia,,,,,631200,04/12/2023,,Attiva,S.R.L.
9686.,EDUCADE S.R.L.,IT03378220739,03378220739,TA0212400,03378220739,"VIA CADUTI, 65",Taranto,74020,Puglia,,,,,582100,06/06/2023,,Attiva,S.R.L.
9687.,PHYTOTECH S.R.L,IT03368750737,03368750737,TA0211643,03368750737,CNT FORCELLARA SAN SERGIO,Taranto,74016,Puglia,,,,,390009,03/03/2023,,Attiva,S.R.L.
9688.,AQUILIA S.R.L.,IT01905820096,01905820096,SV0241368,01905820096,"VIA DANTE ALIGHIERI, 60",Savona,17053,Liguria,,,,,620100,05/08/2024,,Attiva,S.R.L.
9689.,GREEN BIOLOGICALS S.R.L. SOCIO UNICO,IT01896230099,01896230099,SV0238916,01896230099,"CSO ITALIA, 22/3",Savona,17100,Liguria,,,,,205920,14/02/2024,,Attiva,S.R.L.
9690.,KIMAS S.R.L.,IT03008830907,03008830907,SS0222456,03008830907,"VIA OSLO, 4",Sassari,07100,Sardegna,,,,,721909,22/10/2024,,Attiva,S.R.L.
9691.,DIDDIGO' SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,IT03008300901,03008300901,SS0222396,03008300901,"SVC SANTU TETTARU, 21/A",Sassari,07100,Sardegna,,,,,620100,04/10/2024,,Attiva,S.R.L. semplificata
9692.,ONEPIX ACADEMY S.R.L.,IT03002730905,03002730905,SS0222019,03002730905,"VIA FRANCESCO PORCELLANA, 44",Sassari,07100,Sardegna,,,,,620100,30/07/2024,,Attiva,S.R.L.
9693.,ALKELUX S.R.L.,IT02998300905,02998300905,SS0221633,02998300905,"SVC MONTE ORO II TRAVERSA, 3/A",Sassari,07100,Sardegna,,,,,205920,10/06/2024,,Attiva,S.R.L.
9694.,BBUZZ S.R.L.,IT02986140909,02986140909,SS0220573,02986140909,"VIA SAN SIMPLICIO, 2/16",Sassari,07026,Sardegna,,,,,702209,28/02/2024,,Attiva,S.R.L.
9695.,ECOAIDA S.R.L.,IT02984070900,02984070900,SS0220439,02984070900,PTO CONTE,Sassari,07041,Sardegna,,,,,721100,15/02/2024,,Attiva,S.R.L.
9696.,SEAINNOVA S.R.L.,IT02969660907,02969660907,SS0219302,02969660907,"VIA AMENDOLA, 32",Sassari,07024,Sardegna,,,,,265110,27/10/2023,,Attiva,S.R.L.
9697.,ARCHIMEDE S.R.L.,IT02139470898,02139470898,SR0467198,02139470898,"VIA ISOLE DELLE MOLUCCHE, 56",Siracusa,96100,Sicilia,,,,,620100,17/05/2024,,Attiva,S.R.L.
9698.,LIBERA UNIVERSITA' GORGIA S.R.L.,IT02137090896,02137090896,SR0465992,02137090896,"CNT MANGANO, SNC",Siracusa,96013,Sicilia,,,,,620100,18/04/2024,,Attiva,S.R.L.
9699.,ASTRO GROUP S.R.L.,IT02133190898,02133190898,SR0464850,02133190898,"VLE SCALA GRECA, 276",Siracusa,96100,Sicilia,,,,,620100,05/03/2024,,Attiva,S.R.L.
9700.,QUARK CULTURA S.R.L.,IT02130470897,02130470897,SR0463992,02130470897,"VIA UNIONE SOVIETICA, 6/A",Siracusa,96100,Sicilia,,,,,721909,12/02/2024,,Attiva,S.R.L.
9701.,ELSIX NEW ENERGIES SRL,IT02113160895,02113160895,SR0459060,02113160895,"VIA TURCHIA, 21",Siracusa,96100,Sicilia,,,,,466999,11/07/2023,,Attiva,S.R.L.
9702.,NEOEAST SOCIETA' COOPERATIVA,IT01581120118,01581120118,SP0242198,01581120118,"VLE SAN BARTOLOMEO, 20",La Spezia,19126,Liguria,,,,,799019,22/10/2024,,Attiva,S.C.A.R.L.P.A.
9703.,SOS CREW S.R.L.,IT01568390114,01568390114,SP0238318,01568390114,"VIA MONTECCHIO, 25",La Spezia,19033,Liguria,,,,,620100,12/01/2024,,Attiva,S.R.L.
9704.,BE BOLD SRL,IT01566260111,01566260111,SP0237892,01566260111,"VIA 24 MAGGIO, 347",La Spezia,19125,Liguria,,,,,631200,22/12/2023,,Attiva,S.R.L.
9705.,LIQUID INFERNO S.R.L.,IT01088920143,01088920143,SO0081891,01088920143,"PZA GIUSEPPE GARIBALDI, 5",Sondrio,23100,Lombardia,,,,,620100,24/12/2024,,Attiva,S.R.L.
9706.,LIQUID SASSELLA S.R.L.,IT01088910144,01088910144,SO0081890,01088910144,"PZA GIUSEPPE GARIBALDI, 5",Sondrio,23100,Lombardia,,,,,631200,23/12/2024,,Attiva,S.R.L.
9707.,LIQUID GRUMELLO S.R.L.,IT01088860141,01088860141,SO0081886,01088860141,"VIA GRUMELLO, 26",Sondrio,23100,Lombardia,,,,,631200,20/12/2024,,Attiva,S.R.L.
9708.,LIQUID VALGELLA S.R.L.,IT01088850142,01088850142,SO0081885,01088850142,"PZA GIUSEPPE GARIBALDI, 5",Sondrio,23100,Lombardia,,,,,620100,19/12/2024,,Attiva,S.R.L.
9709.,LAGUNA BIOTHERAPEUTICS SRL,IT01605820529,01605820529,SI0220992,01605820529,"VIA FIORENTINA, 1",Siena,53100,Toscana,,,,,721100,30/09/2024,,Attiva,S.R.L.
9710.,KEI MACHINE SOCIETA' A RESPONSABILITA' LIMITATA,IT01602440529,01602440529,SI0220450,01602440529," CASETTA, 55",Siena,53037,Toscana,,,,,284909,11/07/2024,,Attiva,S.R.L.
9711.,DODO SOFT S.R.L.,IT01592810525,01592810525,SI0218803,01592810525,"VPV NORD, 181/B",Siena,53040,Toscana,,,,,620100,01/02/2024,,Attiva,S.R.L.
9712.,XMETRIX S.R.L.,IT01587980523,01587980523,SI0218228,01587980523,"VIA XXIV MAGGIO, 21/INT 1",Siena,53100,Toscana,,,,,721909,28/12/2023,,Attiva,S.R.L.
9713.,GREEN HUB S.R.L. START UP INNOVATIVA,IT06317020656,06317020656,SA0514016,06317020656,"VLE ALDO MORO, 1/F",Salerno,84081,Campania,,,,,749093,08/01/2025,,Attiva,S.R.L.
